,Instrument,GICS Sector Name,Income Avail to Cmn Shareholders Excl Extra,EBITDA,EBIT,Total Equity,Company Market Cap,Enterprise Value (Daily Time Series)
31,NTST.N,Real Estate,,21992000.0,3926000.0,164533000,506702877.36,625477877.36
32,KNL.N,Industrials,17300000.0,132900000.0,89600000.0,612900000,846390285.1,1303490285.1
33,MGTX.OQ,Health Care,-53011910.0,-51288920.0,-54779240.0,190802100,699528661.92,520444271.919999
34,GALT.OQ,Health Care,-20887000.0,-20800000.0,-20800000.0,45595000,146688031.35,116382031.35
35,AXTI.OQ,Information Technology,-920000.0,3542000.0,-778999.9999999991,187885000,487753000.0,474274000.0
36,ROL.N,Industrials,260824000.0,449730000.0,361401000.0,941360000,18647279848.09,18751802848.09
37,CNNE.N,Financials,,-106200000.0,-149800000.0,1488500000,3572760430.1,3249160430.1
38,AOS.N,Industrials,344900000.0,538900000.0,458900000.0,1848300000,9885056634.52,9308656634.51999
39,EEFT.OQ,Information Technology,-3433999.99999998,280294000.0,153224000.0,1445900000,7381632531.1,7979582531.1
40,DKS.N,Consumer Discretionary,380456000.0,1040851000.0,731889000.0,1731598000,6961817047.5,6313079047.4999895
41,IAC.OQ,Communication Services,269726000.0,-103254000.0,-281921000.0,6597575000,21773425628.2,19569880628.2
42,CVX.N,Energy,-5543000000.0,18763000000.0,-759000000.0,131688000000,178105181256.36,206285181256.36
43,PACK.N,Materials,-23400000.0,69200000.0,12300000.0,531800000,1488308564.88,1883408564.88
44,ENS.N,Industrials,108015000.0,343178000.0,251430000.0,1300525000,4001413244.3,4662499244.3
45,BANF.OQ,Financials,99586000.0,143418000.0,124994000.0,1067885000,2099960101.36,1901002101.36
46,GAN.OQ,Consumer Discretionary,,,,15102000,1106089073.2,1049254073.2
47,AGCO.N,Industrials,427100000.0,911400000.0,639400000.0,2980000000,8963973596.16,9499273596.16
48,DK.N,Energy,-288100000.0,-48400000.0,-273400000.0,1666300000,1607221524.4,3391421524.4
49,HPE.N,Information Technology,-322000000.0,4214000000.0,1589000000.0,16049000000,18057257347.6,29812257347.6
50,PNC.N,Financials,2711000000.0,,7322000000.0,54010000000,67838774314.95,94547774314.9499
51,PFBC.OQ,Financials,69322000.0,,128983000.0,522752000,780872871.87,140741871.870001
52,XPEL.OQ,Consumer Discretionary,16803630.0,23108550.0,21042350.0,35061890,1601530626.0,1581054126.0
53,KRNY.OQ,Financials,51270000.0,100788000.0,94437000.0,1084177000,918624847.51,894656847.51
54,SUI.N,Real Estate,152575000.0,648787000.0,290508000.0,3870637000,14668304328.0,18082519328.0
55,TSLA.OQ,Consumer Discretionary,690000000.0,4316000000.0,1994000000.0,22225000000,772509297089.28,766318297089.2809
56,CDAY.N,Information Technology,-4000000.0,91100000.0,39300000.0,2098200000,13451551303.03,13931151303.03
57,CLBK.OQ,Financials,57603000.0,,114338000.0,1011287000,1773926650.47,2150503650.47
58,CBB.N,Communication Services,-81000000.0,403800000.0,107200000.0,-140000000,772879226.25,2851479226.25
59,FCAP.OQ,Financials,10131000.0,,13637000.0,110639000,180603160.0,161917160.0
60,WRE.N,Real Estate,48892000.0,164521000.0,35920000.0,1411726000,1931632381.35,3011586381.35
61,CDNS.OQ,Information Technology,1075581000.0,716360000.0,577952000.0,2102894000,38453427660.0,37843447660.0
62,KEY.N,Financials,1223000000.0,1981000000.0,1854000000.0,17981000000,18513919661.76,34010919661.76
63,RYAM.N,Materials,-65879000.0,109509000.0,-42652000.0,682798000,557435709.6,1552089709.6
64,SILK.OQ,Health Care,-38900000.0,-34630000.0,-35375000.0,71891000,2031084440.64,1922334440.64
65,INOV.OQ,Health Care,21962000.0,189602000.0,74677000.0,708714000,4357409102.16,5156817102.16
66,NRIM.OQ,Financials,32888000.0,46214000.0,43008000.0,221575000,220986614.75,207992614.75
67,LIND.OQ,Consumer Discretionary,-70440000.0,-29362000.0,-60256000.0,123250000,920695933.56,1281359933.56
68,SELB.OQ,Health Care,-68318000.0,-60724000.0,-61493000.0,8397000,508282613.255,386610613.255
69,LULU.OQ,Consumer Discretionary,557097000.0,983849000.0,803151000.0,1952218000,44496105182.55,44014524182.55
70,CDNA.OQ,Health Care,-19976000.0,-18271000.0,-25006000.0,99000000,4643027610.98,4429229610.98001
71,MAS.N,Industrials,805000000.0,1430000000.0,1295000000.0,195000000,14214828997.44,15909828997.44
72,OPI.OQ,Real Estate,73371000.0,369298000.0,116446000.0,1705754000,1224387394.44,3391998394.44
73,UMBF.OQ,Financials,286502000.0,395593000.0,347544000.0,3016948000,3744966154.2,5899420154.20001
74,MSGE.N,Communication Services,,-169929000.0,-301410000.0,2841637000,2446624156.86,1543271156.86
75,UVE.N,Financials,-14303000.0,-17512000.0,-17823000.0,493901000,450897411.2,54588411.20000011
76,MIK.OQ,Consumer Discretionary,221242000.0,693549000.0,566693000.0,-1446464000,2455411185.0,4103817185.00001
77,PD.N,Information Technology,-57195000.0,-55630000.0,-59644000.0,307938000,4534160764.62,4192113764.6200104
78,CHCT.N,Real Estate,14316000.0,50985000.0,26606000.0,353411000,1105193005.66,1272377005.66
79,SHEN.OQ,Communication Services,57460000.0,96049000.0,20119000.0,472428000,2275760279.65,2789625279.65
80,EAR.OQ,Health Care,,,,-3223000,2878117635.55,3046064635.55
81,CTSH.OQ,Information Technology,1392000000.0,2950000000.0,2394000000.0,10836000000,40654104453.48,38631104453.48
82,MODV.OQ,Health Care,25838000.0,131365000.0,110326000.0,394712000,2542274558.16,2359145558.16
83,PZN.N,Financials,8874000.0,56186000.0,55273000.0,31106000,693907178.25,706936178.250001
84,PRDO.OQ,Consumer Discretionary,124816000.0,190648000.0,177470000.0,431295000,948538468.71,584808468.709999
85,ADNT.N,Consumer Discretionary,-230000000.0,472000000.0,143000000.0,1213000000,3483352331.91,6411352331.91
86,YETI.N,Consumer Discretionary,,,,,6792417528.0,6794246528.0
87,APH.N,Information Technology,1203400000.0,1958000000.0,1649900000.0,5384900000,39285001901.32,41709001901.32
88,CINF.OQ,Financials,1216000000.0,1615000000.0,1553000000.0,10789000000,14326260243.12,14379260243.12
89,TGNA.N,Communication Services,322429000.0,822445000.0,688903000.0,1590377000,3825765134.75,7582028134.75
90,ABR.N,Financials,102320000.0,109771000.0,102094000.0,1184610000,1870669549.24,7010877549.24
91,HSY.N,Consumer Staples,1278708000.0,2039759000.0,1822070000.0,2237883000,31221525900.0,34683122900.0
92,SVMK.OQ,Information Technology,-94587000.0,-39137000.0,-84922000.0,301984000,3935047102.28,3942804102.28001
93,CRBP.OQ,Health Care,-129238230.0,-128073200.0,-129188230.0,6157570,286987171.185,222973111.185
94,ALGN.OQ,Health Care,1775888000.0,459802000.0,391033000.0,3233865000,47765990465.76,46805147465.76
95,GEO.N,Real Estate,139173000.0,403728000.0,269754000.0,996830000,1060296797.02,3686914797.02
96,PFC.OQ,Financials,,,,982276000,1109461246.25,1120078246.25
97,TTEK.OQ,Industrials,178984000.0,285069000.0,260350000.0,1037319000,7280775201.98,7419567201.9800205
98,WNC.N,Industrials,-97412000.0,67923000.0,19953000.0,404879000,887444983.28,1118124983.28
99,EGLE.OQ,Industrials,-46349830.0,34057590.0,-14851420.0,481502940,313470106.38,727327776.38
100,RBCAA.OQ,Financials,83246000.0,,122743000.0,823323000,879937993.92,646616993.920001
101,EPRT.N,Real Estate,50706000.0,148601000.0,82619000.0,1194450000,2420006721.52,3041460721.52
102,SWX.N,Utilities,220498000.0,733408000.0,408413000.0,2505914000,3508137690.69,6376101690.69
103,CTMX.OQ,Health Care,-53640000.0,-68686000.0,-71205000.0,51113000,516747850.64,195671850.64
104,OI.N,Materials,248000000.0,944000000.0,462000000.0,401000000,2142168368.33,6819168368.33
105,RM.N,Financials,26730000.0,113608000.0,104180000.0,272123000,358437395.22,1045681395.22
106,VVNT.N,Consumer Discretionary,-332456740.0,292165130.0,-131223870.0,349477380,3673681773.12,3394540773.12
107,ONTO.N,Information Technology,31025000.0,173204000.0,109624000.0,1264746000,2866886092.68,2493164092.68
108,NAT.N,Energy,91426000.0,192249000.0,125005000.0,595424000,490503984.7,762156984.7
109,PLRX.OQ,Health Care,,7727000.0,6230999.99999999,109980000,1026432147.29,732432147.290002
110,PRA.N,Financials,-249406000.0,17427000.0,-3333000.00000001,1511913000,1179646955.85,1232688955.85
111,WRK.N,Materials,-677500000.0,2663900000.0,1193600000.0,10630600000,11510416837.92,20215216837.92
112,LENb.N,Consumer Discretionary,2436644000.0,3544971000.0,3450418000.0,17994856000,28599615947.58,33262705947.5801
113,PODD.OQ,Health Care,28868000.0,115744000.0,76928000.0,75900000,18469693060.65,18498293060.65
114,WPC.N,Real Estate,445426000.0,1053805000.0,596898000.0,6941929000,12081402943.68,18165306943.68
115,FLO.N,Consumer Staples,98713000.0,439315000.0,296426000.0,1263430000,4794931321.84,5511836321.84
116,BCOR.OQ,Financials,-274727000.0,79813000.0,38064000.0,643515000,827312910.06,1230142910.06
117,MSTR.OQ,Information Technology,-7524000.0,70405000.0,57073000.0,553045000,9030495440.72,9457186440.72
118,LBRDK.OQ,Communication Services,225301000.0,-40249000.0,-41757000.0,10667946000,35821408681.99,36739804681.99
119,LESL.OQ,Consumer Discretionary,,,,-826999000,4967093403.78,5666751403.78
120,DAL.N,Industrials,-12385000000.0,-5995000000.0,-8308000000.0,1353000000,27358801512.9,42419801512.9
121,DD.N,Materials,-2902000000.0,4825000000.0,1731000000.0,38504000000,37722425077.44,57555425077.44
122,QRVO.OQ,Information Technology,485264000.0,1267715000.0,778910000.0,4292665000,19047389436.19,19561859436.19
123,SWCH.N,Information Technology,14052000.0,231435000.0,92776000.0,207451000,4607938646.2,5866358646.2
124,CVI.N,Energy,-144000000.0,183000000.0,-95000000.0,1393000000,1914102604.96,3150102604.96
125,IMMR.OQ,Information Technology,-1706000.0,746000.0,-2544000.0,83757000,404864688.15,348903688.150001
126,CDXC.OQ,Health Care,-22681000.0,-21534000.0,-22633000.0,20445000,376287263.52,360915263.520001
127,SPB.N,Consumer Staples,194700000.0,643300000.0,500600000.0,1407500000,3501388509.95,5782588509.95001
128,SAIC.N,Information Technology,206000000.0,606000000.0,440000000.0,1417000000,5639608022.64,8004608022.640009
129,CHCO.OQ,Financials,88714000.0,,122134000.0,701106000,1155986669.88,1374530669.88
130,GLT.N,Materials,26865000.0,108039000.0,51439000.0,577932000,714322159.6,986973159.5999991
131,TSN.N,Consumer Staples,,,,15254000000,25273558352.32,35324558352.32
132,CWCO.OQ,Utilities,5347310.0,17246250.0,9796180.0,163759260,201135567.5,171170107.5
133,PASG.OQ,Health Care,-86439000.0,-86871000.0,-87438000.0,174352000,1048816604.88,869323604.880001
134,APLT.OQ,Health Care,-87905000.0,-88381000.0,-88381000.0,32607000,612575326.44,496070326.44000095
135,FFWM.OQ,Financials,84369000.0,,126582000.0,695711000,975988152.5,615281152.5
136,AMSC.OQ,Industrials,-20949000.0,-14267000.0,-19096000.0,72219000,718225515.0,640077515.0
137,SIEB.OQ,Financials,2561000.0,4466000.0,2960000.0,33135000,174269387.3,447439387.3
138,TDS.N,Communication Services,223000000.0,1189000000.0,266000000.0,4653000000,2194551650.0,4886551650.0
139,RLGT.A,Industrials,11619000.0,37261000.0,20577000.0,137366000,369759788.6,396518788.6
140,HGV.N,Consumer Discretionary,25000000.0,102000000.0,54000000.0,570000000,2903833199.96,4377833199.96
141,NARI.OQ,Health Care,7159510.0,13820300.0,12593780.0,15026400,5482402903.55,5368585133.55001
142,PINC.OQ,Health Care,501807000.0,430504000.0,292541000.0,1859572000,4273466245.52,4718270245.52
143,CALM.OQ,Consumer Staples,66968000.0,132492000.0,72655000.0,1009675000,1916591478.3,1745418478.3
144,STT.N,Financials,2257000000.0,4356000000.0,3554000000.0,26200000000,26165348711.11,46374348711.11
145,CTT.N,Real Estate,-26385000.0,58361000.0,28687000.0,192641000,543735291.55,974420291.549999
146,CERS.OQ,Health Care,-62399000.0,-57479000.0,-60399000.0,57052000,1283650368.0,1193053368.0
147,MSGN.N,Communication Services,178724000.0,297765000.0,290379000.0,-552849000,919620772.2,1703854772.2
148,ALRS.OQ,Financials,44079000.0,,,330163000,462382290.0,348155290.0
149,GATX.N,Industrials,150200000.0,626600000.0,286900000.0,1957400000,3386950000.0,8480650000.0
150,KNSL.OQ,Financials,68091000.0,78514000.0,78514000.0,405880000,4324292957.27,4285734957.27
151,MOV.N,Consumer Discretionary,-138295000.0,9549000.0,-5490000.0,526537000,554795313.28,432928313.28
152,CTVA.N,Materials,736000000.0,2020000000.0,843000000.0,24824000000,32065488640.0,29614488640.0
153,JPM.N,Financials,27410000000.0,,51198000000.0,279354000000,425712039778.58,470268039778.58
154,HBMD.OQ,Financials,-16991000.0,38041000.0,33654000.0,294632000,256769510.0,289425510.0
155,REZI.N,Industrials,-31000000.0,388000000.0,299000000.0,1602000000,3710672787.45,4637672787.45001
156,CREE.OQ,Information Technology,-230700000.0,36200000.0,-84600000.0,2083100000,13707152434.32,13559252434.32
157,TNAV.OQ,Information Technology,-6707000.0,-4499000.0,-7499000.0,96970000,229920000.0,116929000.0
158,GOLF.N,Consumer Discretionary,92265000.0,224828000.0,181956000.0,918440000,3502986005.05,3797981005.05
159,KOP.N,Materials,92000000.0,205000000.0,152500000.0,147300000,753088657.75,1527488657.75
160,CF.N,Materials,285000000.0,1535000000.0,661000000.0,2897000000,9249736271.8,15305736271.8
161,APT.A,Industrials,20004000.0,23671000.0,22933000.0,33227000,257435941.2,232679941.20000097
162,FPRX.OQ,Health Care,-94833000.0,-100073000.0,-104237000.0,150473000,884149363.38,772780363.380001
163,CLF.N,Materials,-122600000.0,413300000.0,202800000.0,357900000,7958354289.3,12525254289.3
164,VHC.N,Information Technology,283394000.0,162877000.0,162870000.0,5628000,558520360.2,310532360.2
165,FICO.N,Information Technology,267982000.0,401902000.0,373399000.0,331082000,13801490447.7,14527659447.7
166,RL.N,Consumer Discretionary,-421300000.0,221300000.0,-32700000.0,2693100000,8200955930.56,7443555930.559991
167,POWL.OQ,Industrials,13521000.0,27703000.0,17132000.0,306626000,339388558.11,190078558.11
168,FLS.N,Industrials,128831000.0,452756000.0,354741000.0,1746739000,5021655303.6,5840562303.60001
169,CNO.N,Financials,301800000.0,958500000.0,739700000.0,5484200000,3207773915.4,6146373915.4
170,ALSN.N,Industrials,346000000.0,737000000.0,581000000.0,781000000,4859491690.26,7124491690.26
171,LIN.N,Materials,2235000000.0,8620000000.0,4024000000.0,49074000000,132258559099.68,147279559099.68
172,ALE.N,Utilities,176800000.0,387600000.0,164300000.0,2231900000,3481797546.15,5579897546.15
173,EXPI.OQ,Real Estate,24221210.0,28425130.0,24872600.0,51967290,9537271359.1,9449793359.10001
174,GEFb.N,Materials,111400000.0,641200000.0,398700000.0,1152200000,2177444311.5,4640044311.5000105
175,ATRS.OQ,Health Care,9510000.0,15459000.0,13088000.0,54500000,781693692.01,
176,SSP.OQ,Communication Services,49994000.0,300103000.0,191971000.0,897935000,1361897908.15,3144988908.15
177,IBKR.OQ,Financials,195000000.0,1293000000.0,1262000000.0,1951000000,30791802334.43,43507802334.43
178,REX.N,Energy,3860000.0,15804000.0,-5218000.0,401007000,570198910.32,421449910.32
179,ASB.N,Financials,286421000.0,668607000.0,585184000.0,4090933000,2940485717.52,3679625717.52
180,GGG.N,Industrials,330456000.0,482276000.0,426947000.0,1283904000,12047880285.27,11841154285.27
181,MCFE.OQ,Information Technology,-50000000.0,749000000.0,383000000.0,-2094000000,8827314433.6,13221314433.6
182,PLAN.N,Information Technology,-148601000.0,-114318000.0,-149901000.0,291681000,11459199696.72,11177917696.72
183,CCF.A,Materials,37327000.0,64755000.0,49057000.0,302792000,1034285350.59,944223350.590002
184,CBU.N,Financials,,,,2104107000,3761302247.25,2196120247.25001
185,TBBK.OQ,Financials,80596000.0,,114647000.0,581164000,1115535229.38,1261585229.38
186,HD.N,Consumer Discretionary,12490000000.0,21727000000.0,19279000000.0,-3116000000,300037871656.89,320707871656.89
187,WOR.N,Materials,574117000.0,230874000.0,141198000.0,820821000,3151904712.44,3155996712.44
188,CRM.N,Information Technology,1563000000.0,2836000000.0,226000000.0,33885000000,217246109893.12,210426109893.12
189,IMVT.OQ,Health Care,-79344000.0,-79039000.0,-79084000.0,94069000,2336614145.55,1892242145.55
190,HR.N,Real Estate,70113000.0,191788000.0,1353000.0,1948376000,4195906100.16,5647006100.16
191,BANR.OQ,Financials,115928000.0,249528000.0,228119000.0,1666264000,1746005872.0,1834066872.0
192,SYRS.OQ,Health Care,-73637000.0,-70082000.0,-73247000.0,79184000,766586960.24,693856960.240001
193,CLDT.N,Real Estate,-75064000.0,34599000.0,-18560000.0,762377000,559911055.68,1208041055.68
194,FIVE.OQ,Consumer Discretionary,109798000.0,209621000.0,143596000.0,759778000,10589916710.88,10376122710.88
195,UPS.N,Industrials,1427000000.0,11416000000.0,8718000000.0,741000000,143196169863.78,161546169863.78
196,CBZ.N,Industrials,77301000.0,121150000.0,98138000.0,659238000,1499615507.5,1602605507.5
197,NCNO.OQ,Information Technology,-38122000.0,-33338000.0,-38763000.0,167273000,7258967379.95,7234031379.95
198,COLD.N,Real Estate,89356000.0,399701000.0,194379000.0,1833018000,7456900942.4,9303467942.39999
199,OMI.N,Health Care,32897000.0,256474000.0,158506000.0,462154000,2123034617.52,3145423617.52
200,PHAT.OQ,Health Care,-173353000.0,-88696000.0,-88919000.0,227955000,1369692523.28,1189949523.28
201,SPGI.N,Financials,2340000000.0,4319000000.0,4113000000.0,509000000,80153100000.0,82989100000.0001
202,BGCP.OQ,Financials,45551000.0,230210000.0,146335000.0,685826000,1548279975.34,2476558975.34
203,CVBF.OQ,Financials,,,,2007990000,2838842424.75,3181717424.75
204,HWC.OQ,Financials,,,,3439025000,3298371575.73,4859891575.73
205,HOME.N,Consumer Discretionary,-446495000.0,255568000.0,183925000.0,608611000,1577402647.74,1862543647.74
206,MSI.N,Information Technology,949000000.0,1856000000.0,1447000000.0,-558000000,31076930695.2,35014930695.2
207,DSKE.OQ,Industrials,1300000.0,164200000.0,64400000.0,145100000,350474907.86,911874907.86
208,BWXT.N,Industrials,274377000.0,389223000.0,328071000.0,404106000,5442175933.1,6295905933.1
209,GRTS.OQ,Health Care,-105851000.0,-100715000.0,-107183000.0,134344000,637141910.88,566596910.88
210,PLCE.OQ,Consumer Discretionary,-123889000.0,5206000.00000001,-64110000.0,235187000,1121308685.86,1313847685.86
211,ACNB.OQ,Financials,18394000.0,,30153000.0,257972000,231769225.19,263327225.19
212,SYBT.OQ,Financials,58869000.0,,69143000.0,440701000,1087402748.48,1087494748.48
213,QUOT.N,Consumer Discretionary,-65381000.0,17212000.0,-19175000.0,247029000,918246080.22,882752080.22
214,CORR.N,Real Estate,-302782090.0,10364450.0,-8056640.0,476739440,114536261.19,375922101.19
215,FND.N,Consumer Discretionary,173182000.0,279309000.0,191356000.0,764336000,10380998707.24,10319410707.24
216,ST.N,Industrials,156786000.0,655260000.0,400031000.0,2705486000,8560789085.04,10697692085.04
217,GES.N,Consumer Discretionary,-72928000.0,113422000.0,47214000.0,639714000,1534632081.48,1551966081.48
218,XYL.N,Industrials,254000000.0,828000000.0,577000000.0,2968000000,18228663367.46,19445663367.46
219,VLO.N,Energy,,,,18801000000,26551155918.87,38510155918.87
220,AMP.N,Financials,1534000000.0,2542000000.0,2392000000.0,,25371133201.7,39455133201.7
221,AMH.N,Real Estate,81603000.0,570198000.0,232326000.0,5335426000,9952801078.74,13143969078.74
222,MASI.OQ,Health Care,222554000.0,279111000.0,252011000.0,1167874000,14692586294.53,13973530294.53
223,SMMF.OQ,Financials,31326000.0,53739000.0,49720000.0,281580000,295724791.4,466000791.4
224,SBSI.OQ,Financials,82153000.0,144544000.0,134591000.0,875297000,1135035192.72,1305184192.72
225,MNSB.OQ,Financials,15083000.0,,20634000.0,167665000,142326259.04,108488259.04
226,PG.N,Consumer Staples,13582000000.0,21566000000.0,18611000000.0,46521000000,315738678361.68,336141678361.68
227,ARRY.OQ,Industrials,,,,305151000,5602995884.04,5575953884.04001
228,AFIB.OQ,Health Care,,-122170000.0,-126217000.0,27547000,685292102.63,573610102.63
229,XEL.OQ,Utilities,1473000000.0,4174000000.0,2122000000.0,,32725510102.44,52701510102.44
230,ENR.N,Consumer Staples,53700000.0,602300000.0,483600000.0,309100000,3161972640.0,6213272640.0
231,SBRA.OQ,Real Estate,141041000.0,445541000.0,268930000.0,3488460000,3741264116.0,6129214116.0000105
232,ACRX.OQ,Health Care,-45884000.0,-44725000.0,-46711000.0,-41418000,277140898.32,258055898.32
233,ABT.N,Health Care,4471000000.0,8355000000.0,5386000000.0,,222059182483.49,236100182483.49
234,WYND.N,Consumer Discretionary,-103000000.0,315000000.0,190000000.0,-530000000,4352309601.14,9724309601.140009
235,NAVI.OQ,Financials,412000000.0,960000000.0,960000000.0,2433000000,2306147378.02,85082147378.02
236,CFX.N,Industrials,53200000.0,479081000.0,252518000.0,3441430000,4715780295.99,6913059295.99
237,LOVE.OQ,Consumer Discretionary,-1560140.0,5028620.0,-1513850.0,90154530,788484510.6,740798160.6000019
238,AMPH.OQ,Health Care,6650000.0,28354000.0,7831000.0,381366000,894500677.77,886517677.7700009
239,EDIT.OQ,Health Care,-91247000.0,-104830000.0,-108388000.0,262437000,3912421327.53,3417116327.53
240,FBP.N,Financials,99597000.0,,161949000.0,2275179000,2186653588.02,1273258588.02
241,ARA.N^A21,Health Care,-16864000.0,114522000.0,74582000.0,-79450000,397938758.4,
242,ATSG.OQ,Industrials,-18278000.0,510696000.0,206704000.0,460342000,1689965877.2,3109473877.2
243,PATK.OQ,Consumer Discretionary,,,,,1851293945.76,2467798945.76
244,TIF.N^A21,,287500000.0,661600000.0,388300000.0,3322900000,16044381702.72,
245,HIW.N,Real Estate,344914000.0,464044000.0,222459000.0,2336124000,4190099155.2,6714169155.20001
246,RVMD.OQ,Health Care,-95021000.0,-92482000.0,-96181000.0,152535000,3792167083.32,3631200083.32
247,TAP.N,Consumer Staples,,,,,10636300885.1183,18539500885.1183
248,RRBI.OQ,Financials,28145000.0,,40777000.0,285478000,364874836.73,335337836.73
249,HUN.N,Materials,165000000.0,467000000.0,192000000.0,2661000000,6246191054.07,7380191054.07
250,ARNA.OQ,Health Care,-370884000.0,-381428000.0,-385211000.0,1071465000,4765378322.46,3644131322.46001
251,WETF.OQ,Financials,,,,398834000,846567133.3,1037462133.3
252,DPZ.N,Consumer Discretionary,468726000.0,749534000.0,686470000.0,-3415759000,15053128086.36,18709346086.36
253,AVT.OQ,Information Technology,-76226000.0,353246000.0,187351000.0,3726398000,3828038192.04,4659144192.04
254,PRAX.OQ,Health Care,,,,40113000,2033619612.95,2151076612.95
255,FOR.N,Real Estate,66000000.0,84600000.0,80800000.0,870900000,1137493373.38,1555193373.38
256,JNCE.OQ,Health Care,-101981000.0,-100524000.0,-104070000.0,174593000,492564231.0,388317231.0
257,LGND.OQ,Health Care,-2985000.0,50544000.0,25629000.0,709525000,3390906924.34,3428606924.34
258,NPO.N,Industrials,,153100000.0,83500000.0,886900000,1534656400.95,1617356400.95
259,MDB.OQ,Information Technology,-253706000.0,-178340000.0,-190814000.0,82858000,25151545154.12,25192662154.12
260,EFC.N,Financials,-34795000.0,64473000.0,64473000.0,829265000,687372438.8,3072439438.8
261,ENSG.OQ,Health Care,170478000.0,278833000.0,224262000.0,818077000,4723517370.32,4589160370.32
262,GVA.N,Industrials,-105756000.0,9967000.0,-116461000.0,1351633000,1481232145.59,1494540145.59
263,WELL.N,Real Estate,-109611000.0,1728192000.0,676542000.0,15972719000,27095604559.8,40564175559.8
264,PAR.N,Information Technology,-29428000.0,-5653000.0,-18067000.0,72847000,1801323610.84,1851092610.84
265,RPT.N,Real Estate,61222000.0,109473000.0,33688000.0,828240000,822572944.64,1770545944.64
266,ACIW.OQ,Information Technology,61000000.0,312280000.0,173250000.0,1129968000,4808239846.58,5942949846.58
267,INSP.N,Health Care,-58799000.0,-57639000.0,-58439000.0,139835000,6050178334.64,5840230334.64001
268,OGE.N,Utilities,-193100000.0,896400000.0,510000000.0,4139500000,6340634538.9,9802534538.9
269,RUTH.OQ,Consumer Discretionary,-12259000.0,23876000.0,1314000.0,94145000,699739927.35,731832927.350001
270,ATEN.N,Information Technology,17816000.0,24863000.0,17733000.0,115974000,760947972.8,602815972.800002
271,HSIC.OQ,Health Care,591496000.0,766487000.0,577091000.0,2998044000,10099985416.92,11630928416.92
272,DLX.N,Industrials,8787000.0,339319000.0,228554000.0,540800000,1640149630.2,2357145630.2
