,Instrument,GICS Sector Name,Income Avail to Cmn Shareholders Excl Extra,EBITDA,EBIT,Total Equity,Company Market Cap,Enterprise Value (Daily Time Series)
98,WNC.N,Industrials,-97412000.0,67923000.0,19953000.0,404879000,884267972.6,1114947972.6
99,EGLE.OQ,Industrials,-46349830.0,34057590.0,-14851420.0,481502940,251123145.72,664980815.72
100,RBCAA.OQ,Financials,83246000.0,,122743000.0,823323000,817622993.4,584301993.4000009
101,EPRT.N,Real Estate,50706000.0,148601000.0,82619000.0,1194450000,2328942454.75,2950396454.75
102,SWX.N,Utilities,220498000.0,733408000.0,408413000.0,2505914000,3518367154.23,6386331154.23
103,CTMX.OQ,Health Care,-53640000.0,-68686000.0,-71205000.0,51113000,465920193.2,144844193.200001
104,OI.N,Materials,309000000.0,951000000.0,469000000.0,467000000,2098161974.85,6965161974.85
105,RM.N,Financials,28066000.0,121102000.0,108784000.0,302783000,342567301.82,1029811301.82
106,VVNT.N,Consumer Discretionary,-332456740.0,292165130.0,-131223870.0,349477380,3880090689.6,3600949689.60001
107,ONTO.N,Information Technology,31025000.0,173204000.0,109624000.0,1264746000,2935738236.96,2595335236.96
108,NAT.N,Energy,91426000.0,192249000.0,125005000.0,595424000,475457850.2,747110850.200001
109,PLRX.OQ,Health Care,,7727000.0,6230999.99999999,109980000,1110874197.43,816874197.429999
110,PRA.N,Financials,-249406000.0,17427000.0,-3333000.00000001,1511913000,1060011677.55,1113053677.55
111,WRK.N,Materials,-677500000.0,2620800000.0,1150500000.0,10630600000,10914868713.98,19619668713.98
112,LENb.N,Consumer Discretionary,2436644000.0,3544971000.0,3450418000.0,17994856000,26524925677.02,31188015677.02
113,PODD.OQ,Health Care,28868000.0,115744000.0,76928000.0,75900000,18327948138.0,18356548138.0
114,WPC.N,Real Estate,445426000.0,1053805000.0,596898000.0,6941929000,11963886393.56,18047790393.56
115,FLO.N,Consumer Staples,98713000.0,439315000.0,296426000.0,1263430000,4722986191.68,5439891191.67999
116,BCOR.OQ,Financials,-274727000.0,79813000.0,38064000.0,643515000,845089087.57,1247919087.57
117,MSTR.OQ,Information Technology,-7524000.0,70405000.0,57073000.0,553045000,7094714108.51,7521405108.51001
118,LBRDK.OQ,Communication Services,225301000.0,-40249000.0,-41757000.0,10667946000,35760605324.74,36679001324.74
119,LESL.OQ,Consumer Discretionary,,,,-826999000,5350000470.75,6380819470.75
120,DAL.N,Industrials,-12385000000.0,-5995000000.0,-8308000000.0,1353000000,26102464939.93,41163464939.93
121,DD.N,Materials,-3059000000.0,4684000000.0,1825000000.0,40987000000,41295112094.16,62042112094.16
122,QRVO.OQ,Information Technology,485264000.0,1267715000.0,778910000.0,4292665000,19125732364.38,19794957364.38
123,SWCH.N,Information Technology,14052000.0,231435000.0,92776000.0,207451000,4526126680.68,5784546680.68
124,CVI.N,Energy,-144000000.0,183000000.0,-95000000.0,1393000000,1833678125.76,3069678125.76
125,IMMR.OQ,Information Technology,-1706000.0,746000.0,-2544000.0,83757000,383315004.15,327354004.15
126,CDXC.OQ,Health Care,-22681000.0,-21534000.0,-22633000.0,20445000,307085008.16,291713008.16
127,SPB.N,Consumer Staples,,,,1407500000,3443422735.47,5688859735.47
128,SAIC.N,Information Technology,206000000.0,606000000.0,440000000.0,1417000000,5545284617.76,7910284617.76
129,CHCO.OQ,Financials,88714000.0,,122134000.0,701106000,1138304273.4,1356848273.4
130,GLT.N,Materials,26865000.0,108039000.0,51439000.0,577932000,722308370.08,994959370.08
131,TSN.N,Consumer Staples,2140000000.0,4909000000.0,3731000000.0,15465000000,24157260884.68,34208260884.68
132,CWCO.OQ,Utilities,5347310.0,17246250.0,9796180.0,163759260,193271620.5,163306160.5
133,PASG.OQ,Health Care,-86439000.0,-86871000.0,-87438000.0,174352000,1157296627.08,977803627.080002
134,APLT.OQ,Health Care,-87905000.0,-88381000.0,-88381000.0,32607000,579517847.37,463012847.37
135,FFWM.OQ,Financials,84369000.0,,126582000.0,695711000,946954180.0,586247180.0
136,AMSC.OQ,Industrials,-20949000.0,-14267000.0,-19096000.0,72219000,638514618.75,560366618.75
137,SIEB.OQ,Financials,2561000.0,4466000.0,2960000.0,33135000,177983832.5,451153832.5
138,TDS.N,Communication Services,223000000.0,1189000000.0,266000000.0,4653000000,2163506773.0,4855506773.0
139,RLGT.A,Industrials,10394000.0,36047000.0,19351000.0,137366000,318911150.28,329532150.28
140,HGV.N,Consumer Discretionary,25000000.0,102000000.0,54000000.0,570000000,2873194866.08,4347194866.08001
141,NARI.OQ,Health Care,7159510.0,13820300.0,12593780.0,15026400,5301685757.64,5187867987.64001
142,PINC.OQ,Health Care,501807000.0,430504000.0,292541000.0,1859572000,4343142325.61,4787946325.61
143,CALM.OQ,Consumer Staples,66968000.0,132492000.0,72655000.0,1009675000,1892207362.8,1721034362.8
144,STT.N,Financials,2257000000.0,4356000000.0,3554000000.0,26200000000,26059401827.41,46268401827.41
145,CTT.N,Real Estate,-26385000.0,58361000.0,28687000.0,192641000,478389525.57,909074525.570001
146,CERS.OQ,Health Care,-62399000.0,-57479000.0,-60399000.0,57052000,1253564812.5,1162967812.5
147,MSGN.N,Communication Services,178724000.0,297765000.0,290379000.0,-552849000,944151599.25,1764223599.25
148,ALRS.OQ,Financials,44079000.0,,,330163000,458100972.5,343873972.5
149,GATX.N,Industrials,150200000.0,626600000.0,286900000.0,1957400000,3275650000.0,8369350000.0
150,KNSL.OQ,Financials,68091000.0,78514000.0,78514000.0,405880000,4269414416.41,4230856416.41
151,MOV.N,Consumer Discretionary,-138295000.0,9549000.0,-5490000.0,526537000,529746026.56,407879026.56
152,CTVA.N,Materials,736000000.0,2020000000.0,843000000.0,24824000000,31782382560.0,29331382560.0
153,JPM.N,Financials,27410000000.0,,51198000000.0,279354000000,421414073459.75,465970073459.75
154,HBMD.OQ,Financials,-16991000.0,38041000.0,33654000.0,294632000,244212169.0,276868169.0
155,REZI.N,Industrials,-31000000.0,388000000.0,299000000.0,1602000000,3541940845.67,4468940845.67
156,CREE.OQ,Information Technology,-230700000.0,36200000.0,-84600000.0,2083100000,13065479630.64,12917579630.64
157,TNAV.OQ,Information Technology,,,,96970000,228960000.0,130142000.0
158,GOLF.N,Consumer Discretionary,92265000.0,224828000.0,181956000.0,918440000,3356625826.26,3651620826.2600102
159,KOP.N,Materials,92000000.0,205000000.0,152500000.0,147300000,737500249.17,1511900249.17
160,CF.N,Materials,285000000.0,1535000000.0,661000000.0,2897000000,9234762138.15,15290762138.15
161,APT.A,Industrials,20004000.0,23671000.0,22933000.0,33227000,223627107.15,198871107.15
162,FPRX.OQ,Health Care,-94833000.0,-100073000.0,-104237000.0,150473000,816543106.2,705174106.199999
163,CLF.N,Materials,-122600000.0,413300000.0,202800000.0,357900000,6383874575.13,10950774575.13
164,VHC.N,Information Technology,283394000.0,162877000.0,162870000.0,5628000,477513590.4,229525590.4
165,FICO.N,Information Technology,267982000.0,401902000.0,373399000.0,331082000,13961704330.5,14687873330.5
166,RL.N,Consumer Discretionary,-421300000.0,221300000.0,-32700000.0,2693100000,7884353405.78,7268453405.77999
167,POWL.OQ,Industrials,13521000.0,27703000.0,17132000.0,306626000,339855553.03,190545553.03
168,FLS.N,Industrials,128831000.0,452756000.0,354741000.0,1746739000,4806720640.8,5625627640.8
169,CNO.N,Financials,468000000.0,1038400000.0,735400000.0,4677000000,3145230663.15,6143630663.15
170,ALSN.N,Industrials,346000000.0,737000000.0,581000000.0,781000000,4807663121.34,7072663121.34001
171,LIN.N,Materials,2235000000.0,8620000000.0,4024000000.0,49074000000,130405934458.92,145426934458.92
172,ALE.N,Utilities,176800000.0,387600000.0,164300000.0,2231900000,3317037160.7,5415137160.7
173,EXPI.OQ,Real Estate,24221210.0,28425130.0,24872600.0,51967290,8794379897.8,8706901897.800009
174,GEFb.N,Materials,111400000.0,641200000.0,398700000.0,1152200000,2098656656.0,4561256656.0
175,ATRS.OQ,Health Care,9510000.0,15459000.0,13088000.0,54500000,761693000.53,
176,SSP.OQ,Communication Services,49994000.0,300103000.0,191971000.0,897935000,1307226152.7,3090317152.7
177,IBKR.OQ,Financials,195000000.0,1293000000.0,1262000000.0,1951000000,29844955483.74,42560955483.74
178,REX.N,Energy,3860000.0,15804000.0,-5218000.0,401007000,505844808.84,357095808.840001
179,ASB.N,Financials,,,,4090933000,2948926348.8,3688066348.8
180,GGG.N,Industrials,330456000.0,482276000.0,426947000.0,1283904000,11799919461.71,11593193461.71
181,MCFE.OQ,Information Technology,-50000000.0,749000000.0,383000000.0,-2094000000,8763655916.05,13157655916.05
182,PLAN.N,Information Technology,-148601000.0,-114318000.0,-149901000.0,291681000,10907239731.14,10625957731.14
183,CCF.A,Materials,37327000.0,64755000.0,49057000.0,302792000,1002734404.65,912672404.650002
184,CBU.N,Financials,,,,2104107000,3650470992.42,2085288992.42001
185,TBBK.OQ,Financials,80596000.0,,114647000.0,581164000,1067734803.96,1213784803.96
186,HD.N,Consumer Discretionary,12490000000.0,21727000000.0,19279000000.0,-3116000000,300177829758.42,320847829758.42
187,WOR.N,Materials,574117000.0,230874000.0,141198000.0,820821000,2917521602.82,2921613602.82
188,CRM.N,Information Technology,1563000000.0,2836000000.0,226000000.0,33885000000,218402455358.08,211582455358.08
189,IMVT.OQ,Health Care,-79344000.0,-79039000.0,-79084000.0,94069000,2483571010.05,2039199010.05
190,HR.N,Real Estate,113236000.0,398229000.0,67433000.0,1900009000,4164613674.64,5615713674.64
191,BANR.OQ,Financials,115928000.0,249528000.0,228119000.0,1666264000,1696782992.0,1784843992.0
192,SYRS.OQ,Health Care,-73637000.0,-70082000.0,-73247000.0,79184000,717904990.9,645174990.9000009
193,CLDT.N,Real Estate,-75064000.0,33209000.0,-19950000.0,762377000,556153263.36,1204283263.36
194,FIVE.OQ,Consumer Discretionary,109798000.0,209621000.0,143596000.0,759778000,10422860411.6,10209066411.6
195,UPS.N,Industrials,1427000000.0,11416000000.0,8718000000.0,741000000,140257216721.58,158607216721.58
196,CBZ.N,Industrials,77301000.0,121150000.0,98138000.0,659238000,1456535643.83,1559525643.83
197,NCNO.OQ,Information Technology,-38122000.0,-33338000.0,-38763000.0,167273000,6993159038.51,6968223038.51001
198,COLD.N,Real Estate,89356000.0,399701000.0,194379000.0,1833018000,7370859777.68,9217426777.68
199,OMI.N,Health Care,32897000.0,256474000.0,158506000.0,462154000,2148763915.17,3171152915.17
200,PHAT.OQ,Health Care,-173353000.0,-88696000.0,-88919000.0,227955000,1359391736.3,1179648736.3
201,SPGI.N,Financials,2427000000.0,4069000000.0,3864000000.0,479000000,79047166145.3,82576166145.3
202,BGCP.OQ,Financials,45551000.0,230210000.0,146335000.0,685826000,1486638852.2,2414917852.2
203,CVBF.OQ,Financials,,,,2007990000,2758894117.8,3101769117.8
204,HWC.OQ,Financials,,,,3439025000,3201589386.45,4763109386.45
205,HOME.N,Consumer Discretionary,-446495000.0,255568000.0,183925000.0,608611000,1539166511.25,1824307511.25
206,MSI.N,Information Technology,949000000.0,1856000000.0,1447000000.0,-558000000,30888760320.6,35271760320.6
207,DSKE.OQ,Industrials,1300000.0,164200000.0,64400000.0,145100000,363479542.66,924879542.66
208,BWXT.N,Industrials,274377000.0,389223000.0,328071000.0,404106000,5380224718.45,6233954718.45
209,GRTS.OQ,Health Care,-105851000.0,-100715000.0,-107183000.0,134344000,683547916.2,613002916.200001
210,PLCE.OQ,Consumer Discretionary,-123889000.0,5206000.00000001,-64110000.0,235187000,1068941075.84,1261480075.84
211,ACNB.OQ,Financials,18394000.0,,30153000.0,257972000,232813622.75,264371622.75
212,SYBT.OQ,Financials,58869000.0,,69143000.0,440701000,1055180046.0,1055272046.0
213,QUOT.N,Consumer Discretionary,-49636000.0,7226000.0,-27531000.0,285222000,882753912.6,847259912.6
214,CORR.N,Real Estate,-302782090.0,10364450.0,-8056640.0,476739440,133921421.01,395307261.01
215,FND.N,Consumer Discretionary,173182000.0,279309000.0,191356000.0,764336000,10429877382.78,10368289382.78
216,ST.N,Industrials,156786000.0,655260000.0,400031000.0,2705486000,8464830221.72,10601733221.72
217,GES.N,Consumer Discretionary,-72928000.0,113422000.0,47214000.0,639714000,1553719545.18,1571053545.18
218,XYL.N,Industrials,254000000.0,828000000.0,577000000.0,2968000000,17513142371.13,19012142371.13
219,VLO.N,Energy,,,,18801000000,24899609590.02,36858609590.02
220,AMP.N,Financials,1534000000.0,2542000000.0,2392000000.0,,24693940434.54,38777940434.54
221,AMH.N,Real Estate,81603000.0,570198000.0,232326000.0,5335426000,9791506876.32,12982674876.32
222,MASI.OQ,Health Care,222554000.0,279111000.0,252011000.0,1167874000,14127719747.59,13408663747.59
223,SMMF.OQ,Financials,31326000.0,53739000.0,49720000.0,281580000,290677409.84,460953409.84
224,SBSI.OQ,Financials,82153000.0,144544000.0,134591000.0,875297000,1101136268.695,1271285268.695
225,MNSB.OQ,Financials,15083000.0,,20634000.0,167665000,132723702.86,98885702.8600003
226,PG.N,Consumer Staples,13582000000.0,21566000000.0,18611000000.0,46521000000,317733283957.32,338136283957.32104
227,ARRY.OQ,Industrials,,,,305151000,5585216658.66,5558174658.66
228,AFIB.OQ,Health Care,,-122170000.0,-126217000.0,27547000,690025936.74,578343936.740001
229,XEL.OQ,Utilities,1473000000.0,4174000000.0,2122000000.0,,33413859785.07,53389859785.07
230,ENR.N,Consumer Staples,32400000.0,564300000.0,447800000.0,309100000,3205446539.37,6899346539.37001
231,SBRA.OQ,Real Estate,141041000.0,445541000.0,268930000.0,3488460000,3689532034.75,6077482034.7500105
232,ACRX.OQ,Health Care,-45884000.0,-44725000.0,-46711000.0,-41418000,243548062.16,224463062.16
233,ABT.N,Health Care,4471000000.0,8355000000.0,5386000000.0,,212222575708.94,226263575708.94
234,WYND.N,Consumer Discretionary,-103000000.0,315000000.0,190000000.0,-530000000,4240689903.34,9612689903.33999
235,NAVI.OQ,Financials,412000000.0,960000000.0,960000000.0,2433000000,2291244971.7,85067244971.7
236,CFX.N,Industrials,53200000.0,479081000.0,252518000.0,3441430000,4626937411.74,6824216411.74001
237,LOVE.OQ,Consumer Discretionary,-1560140.0,5028620.0,-1513850.0,90154530,843252615.34,795566265.3399991
238,AMPH.OQ,Health Care,6650000.0,28354000.0,7831000.0,381366000,902101320.81,894118320.810001
239,EDIT.OQ,Health Care,-91247000.0,-104830000.0,-108388000.0,262437000,4181809837.14,3686504837.14
240,FBP.N,Financials,99597000.0,,161949000.0,2275179000,2134278651.78,1220883651.78
241,ARA.N^A21,Health Care,-16864000.0,114522000.0,74582000.0,-79450000,397938758.4,1110311758.4
242,ATSG.OQ,Industrials,-18278000.0,510696000.0,206704000.0,460342000,1568402746.4,2987910746.4
243,PATK.OQ,Consumer Discretionary,79221000.0,218442000.0,149141000.0,497481000,1702470845.88,2318975845.88
244,TIF.N^A21,,287500000.0,661600000.0,388300000.0,3322900000,16044381702.72,
245,HIW.N,Real Estate,322657000.0,471009000.0,225105000.0,2152397000,4115804950.69,6612653950.69
246,RVMD.OQ,Health Care,-95021000.0,-92482000.0,-96181000.0,152535000,3267896753.7,3106929753.7
247,TAP.N,Consumer Staples,584500000.0,2413900000.0,1481400000.0,13419400000,10662865602.9859,18566065602.986
248,RRBI.OQ,Financials,28145000.0,,40777000.0,285478000,356743717.1,327206717.1
249,HUN.N,Materials,165000000.0,467000000.0,192000000.0,2661000000,6115924079.1,7249924079.1
250,ARNA.OQ,Health Care,-370884000.0,-381428000.0,-385211000.0,1071465000,4682203771.0,3560956771.0
251,WETF.OQ,Financials,,,,398834000,815323003.6,1006218003.6
252,DPZ.N,Consumer Discretionary,468726000.0,749534000.0,686470000.0,-3415759000,14696164938.0,18352382938.0
253,AVT.OQ,Information Technology,-76226000.0,353246000.0,187351000.0,3726398000,3689795191.6,4520901191.60001
254,PRAX.OQ,Health Care,,,,40113000,2042419848.34,2159876848.34
255,FOR.N,Real Estate,66000000.0,84600000.0,80800000.0,870900000,1073070671.76,1490770671.76
256,JNCE.OQ,Health Care,-101981000.0,-100524000.0,-104070000.0,174593000,516873630.75,412626630.75000095
257,LGND.OQ,Health Care,-2985000.0,50544000.0,25629000.0,709525000,2896567178.28,2934267178.28
258,NPO.N,Industrials,,153100000.0,83500000.0,886900000,1542254726.5,1624954726.5
259,MDB.OQ,Information Technology,-253706000.0,-178340000.0,-190814000.0,82858000,23887157802.48,23928274802.48
260,EFC.N,Financials,-34795000.0,64473000.0,64473000.0,829265000,679053918.84,3064120918.84
261,ENSG.OQ,Health Care,170478000.0,278833000.0,224262000.0,818077000,4737191285.82,4602834285.82
262,GVA.N,Industrials,-105756000.0,9967000.0,-116461000.0,1351633000,1476558014.49,1489866014.49
263,WELL.N,Real Estate,124384000.0,1928264000.0,856950000.0,15540444000,26669953602.6,40138524602.6001
264,PAR.N,Information Technology,-29428000.0,-5653000.0,-18067000.0,72847000,1698644057.84,1748413057.84
265,RPT.N,Real Estate,61222000.0,109473000.0,33688000.0,828240000,783711230.72,1731684230.72
266,ACIW.OQ,Information Technology,61000000.0,312280000.0,173250000.0,1129968000,4699651622.75,5834361622.7500105
267,INSP.N,Health Care,-58799000.0,-57639000.0,-58439000.0,139835000,5975029204.76,5765081204.76001
268,OGE.N,Utilities,-193100000.0,896400000.0,510000000.0,4139500000,6276628133.46,9738528133.460009
269,RUTH.OQ,Consumer Discretionary,-12259000.0,23876000.0,1314000.0,94145000,662397198.06,694490198.060001
270,ATEN.N,Information Technology,10026000.0,18555000.0,12555000.0,108787000,833053929.9,673943929.9000009
271,HSIC.OQ,Health Care,591496000.0,766487000.0,577091000.0,2998044000,9970059113.14,11501002113.14
