,Instrument,GICS Sector Name,Income Avail to Cmn Shareholders Excl Extra,EBITDA,EBIT,Total Equity,Company Market Cap,Enterprise Value (Daily Time Series)
39,EEFT.OQ,Information Technology,7084000.00000001,332598000.0,209637000.0,1579274000,7210562804.83,7808512804.83001
40,DKS.N,Consumer Discretionary,380456000.0,1040851000.0,731889000.0,1731598000,6947481259.5,6298743259.5
41,IAC.OQ,Communication Services,269726000.0,-103254000.0,-281921000.0,6597575000,21466204760.2,19262659760.2
42,CVX.N,Energy,-5543000000.0,18763000000.0,-759000000.0,131688000000,176103134255.64,204283134255.64
43,PACK.N,Materials,-23400000.0,69200000.0,12300000.0,531800000,1510206560.0,1905306560.0
44,ENS.N,Industrials,96696000.0,326014000.0,232664000.0,1300525000,3974589554.75,4635675554.74999
45,BANF.OQ,Financials,99586000.0,143418000.0,124994000.0,1067885000,2092761733.92,1893803733.92
46,GAN.OQ,Consumer Discretionary,,,,15102000,1114879185.04,1058044185.04
47,AGCO.N,Industrials,427100000.0,911400000.0,639400000.0,2980000000,9125756542.08,9661056542.08
48,DK.N,Energy,-288100000.0,-48400000.0,-273400000.0,1666300000,1632288282.12,3416488282.12
49,HPE.N,Information Technology,-322000000.0,4214000000.0,1589000000.0,16049000000,17462247435.0,29217247435.0
50,PNC.N,Financials,2711000000.0,,7322000000.0,54010000000,67279488935.55,93988488935.5499
51,PFBC.OQ,Financials,69322000.0,,128983000.0,522752000,787294278.16,147163278.16
52,XPEL.OQ,Consumer Discretionary,16803630.0,23108550.0,21042350.0,35061890,1569500013.48,1549023513.48
53,KRNY.OQ,Financials,51270000.0,100788000.0,94437000.0,1084177000,977454124.92,958826124.919999
54,SUI.N,Real Estate,152575000.0,648787000.0,290508000.0,3870637000,14475675339.84,17889890339.84
55,TSLA.OQ,Consumer Discretionary,690000000.0,4316000000.0,1994000000.0,22225000000,818436450886.86,819107450886.861
56,CDAY.N,Information Technology,11800000.0,109300000.0,59200000.0,1882300000,15075906306.0,15486206306.0
57,CLBK.OQ,Financials,57603000.0,,114338000.0,1011287000,1781692433.18,2158269433.18
58,CBB.N,Communication Services,-81000000.0,403800000.0,107200000.0,-140000000,774906450.45,2853506450.45
59,FCAP.OQ,Financials,10131000.0,,13637000.0,110639000,183776374.4,165090374.4
60,WRE.N,Real Estate,48892000.0,164521000.0,35920000.0,1411726000,1898683428.15,2978637428.15
61,CDNS.OQ,Information Technology,1075581000.0,716360000.0,577952000.0,2102894000,38375326980.0,37765346980.0
62,KEY.N,Financials,1223000000.0,1981000000.0,1854000000.0,17981000000,18474860759.52,33971860759.52
63,RYAM.N,Materials,-65879000.0,109509000.0,-42652000.0,682798000,568204353.99,1562858353.99
64,SILK.OQ,Health Care,-38900000.0,-34630000.0,-35375000.0,71891000,1978787666.88,1870037666.88
65,INOV.OQ,Health Care,21962000.0,189602000.0,74677000.0,708714000,4254845264.52,5054253264.52
66,NRIM.OQ,Financials,32888000.0,46214000.0,43008000.0,221575000,223854142.05,210860142.05
67,LIND.OQ,Consumer Discretionary,-70440000.0,-29362000.0,-60256000.0,123250000,945134774.7,1305798774.7
68,SELB.OQ,Health Care,-68318000.0,-60724000.0,-61493000.0,8397000,540151555.0,418479555.000001
69,LULU.OQ,Consumer Discretionary,557097000.0,983849000.0,803151000.0,1952218000,44277137266.95,43795556266.9501
70,CDNA.OQ,Health Care,-19976000.0,-18271000.0,-25006000.0,99000000,4759386718.5,4545588718.50001
71,MAS.N,Industrials,,,,421000000,15001878831.03,16667878831.03
72,OPI.OQ,Real Estate,73371000.0,369298000.0,116446000.0,1705754000,1208442333.66,3376053333.66
73,UMBF.OQ,Financials,286502000.0,395593000.0,347544000.0,3016948000,3713265786.6,5867719786.6
74,MSGE.N,Communication Services,,-169929000.0,-301410000.0,2841637000,2376610242.76,1473257242.76
75,UVE.N,Financials,-14303000.0,-17512000.0,-17823000.0,493901000,440557164.8,44248164.8000002
76,MIK.OQ,Consumer Discretionary,221242000.0,693549000.0,566693000.0,-1446464000,2419237057.5,4067643057.5
77,PD.N,Information Technology,-57195000.0,-55630000.0,-59644000.0,307938000,4595610359.37,4253563359.37
78,CHCT.N,Real Estate,14316000.0,50985000.0,26606000.0,353411000,1094649506.56,1261833506.56
79,SHEN.OQ,Communication Services,57460000.0,96049000.0,20119000.0,472428000,2306170219.86,2820035219.86
80,EAR.OQ,Health Care,,,,-3223000,2684893869.65,2852840869.65
81,CTSH.OQ,Information Technology,1392000000.0,2950000000.0,2394000000.0,10836000000,40552522656.45,38529522656.4501
82,MODV.OQ,Health Care,25838000.0,131365000.0,110326000.0,394712000,2560996955.04,2377867955.04
83,PZN.N,Financials,8874000.0,56186000.0,55273000.0,31106000,680384884.52,693413884.52
84,PRDO.OQ,Consumer Discretionary,124816000.0,190648000.0,177470000.0,431295000,945074120.76,581344120.760001
85,ADNT.N,Consumer Discretionary,-230000000.0,472000000.0,143000000.0,1213000000,3513486766.79,6441486766.79001
86,YETI.N,Consumer Discretionary,98149000.0,175363000.0,144789000.0,122005000,6585161711.12,6586990711.12
87,APH.N,Information Technology,1203400000.0,1958100000.0,1650000000.0,5384900000,39578173557.3,41773573557.3001
88,CINF.OQ,Financials,793000000.0,1097000000.0,1017000000.0,9864000000,14104222516.98,14157222516.98
89,TGNA.N,Communication Services,322429000.0,822445000.0,688903000.0,1590377000,3841112043.6,7597375043.59999
90,ABR.N,Financials,102320000.0,109771000.0,102094000.0,1184610000,1876839303.69,7017047303.69
91,HSY.N,Consumer Staples,1278708000.0,2039759000.0,1822070000.0,2237883000,31082069750.98,34543666750.98
92,SVMK.OQ,Information Technology,-94587000.0,-39137000.0,-84922000.0,301984000,3916559349.36,3924316349.36
93,CRBP.OQ,Health Care,-129238230.0,-128073200.0,-129188230.0,6157570,235304269.2,171290209.200001
94,ALGN.OQ,Health Care,1775888000.0,459802000.0,391033000.0,3233865000,47502630156.48,46541787156.48
95,GEO.N,Real Estate,139173000.0,403728000.0,269754000.0,996830000,1048165254.72,3674783254.72
96,PFC.OQ,Financials,,,,982276000,1103494395.85,1114111395.85
97,TTEK.OQ,Industrials,178984000.0,285069000.0,260350000.0,1037319000,7393029072.59,7531821072.59
98,WNC.N,Industrials,-97412000.0,67923000.0,19953000.0,404879000,913920072.28,1144600072.28
99,EGLE.OQ,Industrials,-46349830.0,34057590.0,-14851420.0,481502940,267360624.54,681218294.54
100,RBCAA.OQ,Financials,83246000.0,,122743000.0,823323000,865509352.86,632188352.859999
101,EPRT.N,Real Estate,50706000.0,148601000.0,82619000.0,1194450000,2333129317.59,2954583317.59
102,SWX.N,Utilities,220498000.0,733408000.0,408413000.0,2505914000,3488815370.67,6356779370.67
103,CTMX.OQ,Health Care,-53640000.0,-68686000.0,-71205000.0,51113000,531270038.48,210194038.479999
104,OI.N,Materials,309000000.0,951000000.0,469000000.0,467000000,2165743221.98,7032743221.98001
105,RM.N,Financials,28066000.0,121102000.0,108784000.0,302783000,359797688.94,1047041688.94
106,VVNT.N,Consumer Discretionary,-332456740.0,292165130.0,-131223870.0,349477380,3957494033.28,3678353033.28
107,ONTO.N,Information Technology,31025000.0,173204000.0,109624000.0,1264746000,2949411003.2,2575689003.20001
108,NAT.N,Energy,91426000.0,192249000.0,125005000.0,595424000,475457850.2,747110850.200001
109,PLRX.OQ,Health Care,,7727000.0,6230999.99999999,109980000,1112293391.55,818293391.550001
110,PRA.N,Financials,-249406000.0,17427000.0,-3333000.00000001,1511913000,1103662387.2,1156704387.2
111,WRK.N,Materials,-677500000.0,2663900000.0,1193600000.0,10630600000,11257440643.68,19962240643.68
112,LENb.N,Consumer Discretionary,2436644000.0,3544971000.0,3450418000.0,17994856000,29063579966.28,33726669966.28
113,PODD.OQ,Health Care,28868000.0,115744000.0,76928000.0,75900000,18518479685.19,18547079685.19
114,WPC.N,Real Estate,445426000.0,1053805000.0,596898000.0,6941929000,11970902307.0,18054806307.0
115,FLO.N,Consumer Staples,98713000.0,439315000.0,296426000.0,1263430000,4773770989.44,5490675989.44
116,BCOR.OQ,Financials,-274727000.0,79813000.0,38064000.0,643515000,843167338.65,1245997338.65
117,MSTR.OQ,Information Technology,-7524000.0,70405000.0,57073000.0,553045000,9646935549.0,10073626549.0
118,LBRDK.OQ,Communication Services,225301000.0,-40249000.0,-41757000.0,10667946000,35911390116.83,36829786116.83
119,LESL.OQ,Consumer Discretionary,,,,-826999000,5176456681.5,6207275681.50001
120,DAL.N,Industrials,-12385000000.0,-5995000000.0,-8308000000.0,1353000000,27575631175.24,42636631175.24
121,DD.N,Materials,-2902000000.0,4825000000.0,1731000000.0,38504000000,40640655913.92,61387655913.92
122,QRVO.OQ,Information Technology,485264000.0,1267715000.0,778910000.0,4292665000,19340739847.32,19855209847.32
123,SWCH.N,Information Technology,14052000.0,231435000.0,92776000.0,207451000,4530939149.24,5789359149.24
124,CVI.N,Energy,-144000000.0,183000000.0,-95000000.0,1393000000,1922145052.88,3158145052.88
125,IMMR.OQ,Information Technology,-1706000.0,746000.0,-2544000.0,83757000,422912548.5,366951548.5
126,CDXC.OQ,Health Care,-22681000.0,-21534000.0,-22633000.0,20445000,355279436.0,339907436.0
127,SPB.N,Consumer Staples,194700000.0,643300000.0,500600000.0,1407500000,3552108562.62,5833308562.62001
128,SAIC.N,Information Technology,206000000.0,606000000.0,440000000.0,1417000000,5584877158.08,7949877158.08
129,CHCO.OQ,Financials,88714000.0,,122134000.0,701106000,1150618799.52,1369162799.52
130,GLT.N,Materials,26865000.0,108039000.0,51439000.0,577932000,731181937.28,1003832937.28
131,TSN.N,Consumer Staples,2140000000.0,4909000000.0,3731000000.0,15465000000,24788370237.3,34839370237.3
132,CWCO.OQ,Utilities,5347310.0,17246250.0,9796180.0,163759260,203252784.0,173287324.0
133,PASG.OQ,Health Care,-86439000.0,-86871000.0,-87438000.0,174352000,1095912809.64,916419809.64
134,APLT.OQ,Health Care,-87905000.0,-88381000.0,-88381000.0,32607000,629441387.19,512936387.19
135,FFWM.OQ,Financials,84369000.0,,126582000.0,695711000,967947975.5,607240975.500001
136,AMSC.OQ,Industrials,-20949000.0,-14267000.0,-19096000.0,72219000,756288157.5,678140157.500001
137,SIEB.OQ,Financials,2561000.0,4466000.0,2960000.0,33135000,172102627.6,445272627.6
138,TDS.N,Communication Services,223000000.0,1189000000.0,266000000.0,4653000000,2232019605.0,4924019605.0
139,RLGT.A,Industrials,10394000.0,36047000.0,19351000.0,137366000,330336316.1,340957316.1
140,HGV.N,Consumer Discretionary,25000000.0,102000000.0,54000000.0,570000000,2908088524.11,4382088524.11
141,NARI.OQ,Health Care,7159510.0,13820300.0,12593780.0,15026400,5501887231.95,5388069461.94999
142,PINC.OQ,Health Care,501807000.0,430504000.0,292541000.0,1859572000,4308915479.25,4753719479.25
143,CALM.OQ,Consumer Staples,66968000.0,132492000.0,72655000.0,1009675000,1902936373.62,1731763373.62
144,STT.N,Financials,2257000000.0,4356000000.0,3554000000.0,26200000000,26864598143.53,47073598143.53
145,CTT.N,Real Estate,-26385000.0,58361000.0,28687000.0,192641000,529105642.45,959790642.450001
146,CERS.OQ,Health Care,-62399000.0,-57479000.0,-60399000.0,57052000,1315407343.25,1224810343.25
147,MSGN.N,Communication Services,178724000.0,297765000.0,290379000.0,-552849000,1004622940.35,1788856940.35
148,ALRS.OQ,Financials,44079000.0,,,330163000,476596264.1,362369264.100001
149,GATX.N,Industrials,150200000.0,626600000.0,286900000.0,1957400000,3422650000.0,8516350000.0
150,KNSL.OQ,Financials,68091000.0,78514000.0,78514000.0,405880000,4264198687.32,4225640687.32
151,MOV.N,Consumer Discretionary,-138295000.0,9549000.0,-5490000.0,526537000,564304764.72,442437764.72
152,CTVA.N,Materials,736000000.0,2020000000.0,843000000.0,24824000000,32490147760.0,30039147760.0
153,JPM.N,Financials,27410000000.0,,51198000000.0,279354000000,427175177248.82,471731177248.82
154,HBMD.OQ,Financials,-16991000.0,38041000.0,33654000.0,294632000,252271358.0,284927358.0
155,REZI.N,Industrials,-31000000.0,388000000.0,299000000.0,1602000000,3724972104.55,4651972104.55001
156,CREE.OQ,Information Technology,-230700000.0,36200000.0,-84600000.0,2083100000,13657195209.12,13509295209.12
157,TNAV.OQ,Information Technology,-6707000.0,-4499000.0,-7499000.0,96970000,229920000.0,116929000.0
158,GOLF.N,Consumer Discretionary,92265000.0,224828000.0,181956000.0,918440000,3477725872.67,3772720872.67
159,KOP.N,Materials,92000000.0,205000000.0,152500000.0,147300000,769940991.35,1544340991.35
160,CF.N,Materials,285000000.0,1535000000.0,661000000.0,2897000000,9405895094.15,15461895094.15
161,APT.A,Industrials,20004000.0,23671000.0,22933000.0,33227000,229465580.5,204709580.5
162,FPRX.OQ,Health Care,-94833000.0,-100073000.0,-104237000.0,150473000,921464505.33,810095505.330001
163,CLF.N,Materials,-122600000.0,413300000.0,202800000.0,357900000,6918858435.71,11485758435.71
164,VHC.N,Information Technology,283394000.0,162877000.0,162870000.0,5628000,523701660.9,275713660.9
165,FICO.N,Information Technology,267982000.0,401902000.0,373399000.0,331082000,13965505024.8,14691674024.8
166,RL.N,Consumer Discretionary,-421300000.0,221300000.0,-32700000.0,2693100000,8058375116.86,7300975116.85999
167,POWL.OQ,Industrials,13521000.0,27703000.0,17132000.0,306626000,344758999.69,195448999.69
168,FLS.N,Industrials,128831000.0,452756000.0,354741000.0,1746739000,5052918527.28,5871825527.28
169,CNO.N,Financials,468000000.0,1038400000.0,735400000.0,4677000000,3271707017.7,6270107017.7
170,ALSN.N,Industrials,346000000.0,737000000.0,581000000.0,781000000,4939487959.68,7204487959.68
171,LIN.N,Materials,2235000000.0,8620000000.0,4024000000.0,49074000000,134676391257.96,149697391257.96
172,ALE.N,Utilities,176800000.0,387600000.0,164300000.0,2231900000,3470882820.3,5568982820.3
173,EXPI.OQ,Real Estate,24221210.0,28425130.0,24872600.0,51967290,10506108151.85,10418630151.85
174,GEFb.N,Materials,111400000.0,641200000.0,398700000.0,1152200000,2185367092.5,4647967092.5
175,ATRS.OQ,Health Care,9510000.0,15459000.0,13088000.0,54500000,785027140.59,
176,SSP.OQ,Communication Services,49994000.0,300103000.0,191971000.0,897935000,1311306134.45,3094397134.45
177,IBKR.OQ,Financials,195000000.0,1293000000.0,1262000000.0,1951000000,30838930458.22,43554930458.2201
178,REX.N,Energy,3860000.0,15804000.0,-5218000.0,401007000,549646343.46,400897343.460001
179,ASB.N,Financials,,,,4090933000,2973500735.04,3712640735.04
180,GGG.N,Industrials,330456000.0,482276000.0,426947000.0,1283904000,12098142614.37,11891416614.37
181,MCFE.OQ,Information Technology,-50000000.0,749000000.0,383000000.0,-2094000000,8602387671.59,12996387671.59
182,PLAN.N,Information Technology,-148601000.0,-114318000.0,-149901000.0,291681000,11775618905.78,11494336905.78
183,CCF.A,Materials,37327000.0,64755000.0,49057000.0,302792000,1048549401.0,958487401.0
184,CBU.N,Financials,,,,2104107000,3726500162.4,2161318162.4
185,TBBK.OQ,Financials,80596000.0,,114647000.0,581164000,1083284339.94,1229334339.94
186,HD.N,Consumer Discretionary,12490000000.0,21727000000.0,19279000000.0,-3116000000,301480516703.43,322150516703.43
187,WOR.N,Materials,574117000.0,230874000.0,141198000.0,820821000,3098137540.3,3102229540.3
188,CRM.N,Information Technology,1563000000.0,2836000000.0,226000000.0,33885000000,219274303129.28,212454303129.28
189,IMVT.OQ,Health Care,-79344000.0,-79039000.0,-79084000.0,94069000,2335634433.12,1891262433.12
190,HR.N,Real Estate,113236000.0,398229000.0,67433000.0,1900009000,4195906100.16,5647006100.16
191,BANR.OQ,Financials,115928000.0,249528000.0,228119000.0,1666264000,1736512888.0,1824573888.0
192,SYRS.OQ,Health Care,-73637000.0,-70082000.0,-73247000.0,79184000,787538693.88,714808693.880001
193,CLDT.N,Real Estate,-75064000.0,34599000.0,-18560000.0,762377000,563668848.0,1211798848.0
194,FIVE.OQ,Consumer Discretionary,109798000.0,209621000.0,143596000.0,759778000,10738535358.4,10524741358.4
195,UPS.N,Industrials,1427000000.0,11416000000.0,8718000000.0,741000000,141285850321.35,159635850321.35
196,CBZ.N,Industrials,77301000.0,121150000.0,98138000.0,659238000,1500706136.96,1603696136.96
197,NCNO.OQ,Information Technology,-38122000.0,-33338000.0,-38763000.0,167273000,7309729389.6,7284793389.60001
198,COLD.N,Real Estate,89356000.0,399701000.0,194379000.0,1833018000,7413880360.04,9260447360.04001
199,OMI.N,Health Care,32897000.0,256474000.0,158506000.0,462154000,2247270369.03,3269659369.03
200,PHAT.OQ,Health Care,-173353000.0,-88696000.0,-88919000.0,227955000,1365634637.5,1185891637.5
201,SPGI.N,Financials,2340000000.0,3840000000.0,3634000000.0,571000000,78322757650.56,81851757650.56
202,BGCP.OQ,Financials,45551000.0,230210000.0,146335000.0,685826000,1468509110.1,2396788110.1
203,CVBF.OQ,Financials,,,,2007990000,2784640182.75,3127515182.75
204,HWC.OQ,Financials,,,,3439025000,3269855394.96,4831375394.96
205,HOME.N,Consumer Discretionary,-446495000.0,255568000.0,183925000.0,608611000,1595548610.82,1880689610.82
206,MSI.N,Information Technology,949000000.0,1856000000.0,1447000000.0,-558000000,30944702864.4,34882702864.4
207,DSKE.OQ,Industrials,1300000.0,164200000.0,64400000.0,145100000,371282323.54,932682323.54
208,BWXT.N,Industrials,274377000.0,389223000.0,328071000.0,404106000,5431691881.39,6285421881.39
209,GRTS.OQ,Health Care,-105851000.0,-100715000.0,-107183000.0,134344000,677694906.52,607149906.519999
210,PLCE.OQ,Consumer Discretionary,-123889000.0,5206000.00000001,-64110000.0,235187000,1132103123.58,1324642123.58
211,ACNB.OQ,Financials,18394000.0,,30153000.0,257972000,242474300.18,274032300.18
212,SYBT.OQ,Financials,58869000.0,,69143000.0,440701000,1076737487.8,1076829487.8
213,QUOT.N,Consumer Discretionary,-49636000.0,7226000.0,-27531000.0,285222000,921886302.54,886392302.539999
214,CORR.N,Real Estate,-302782090.0,10364450.0,-8056640.0,476739440,116174443.71,377560283.71
215,FND.N,Consumer Discretionary,173182000.0,279309000.0,191356000.0,764336000,10949863292.78,10888275292.78
216,ST.N,Industrials,156786000.0,655260000.0,400031000.0,2705486000,8615847449.24,10752750449.24
217,GES.N,Consumer Discretionary,-72928000.0,113422000.0,47214000.0,639714000,1577260750.41,1594594750.41
218,XYL.N,Industrials,254000000.0,828000000.0,577000000.0,2968000000,18196221609.44,19413221609.44
219,VLO.N,Energy,,,,18801000000,26420663369.43,38379663369.4301
220,AMP.N,Financials,1534000000.0,2542000000.0,2392000000.0,,25165851770.54,39249851770.54
221,AMH.N,Real Estate,81603000.0,570198000.0,232326000.0,5335426000,9924337395.96,13115505395.96
222,MASI.OQ,Health Care,222554000.0,279111000.0,252011000.0,1167874000,14414557438.58,13695501438.58
223,SMMF.OQ,Financials,31326000.0,53739000.0,49720000.0,281580000,302584053.52,472860053.520001
224,SBSI.OQ,Financials,82153000.0,144544000.0,134591000.0,875297000,1124452114.0,1294601114.0
225,MNSB.OQ,Financials,15083000.0,,20634000.0,167665000,141209682.74,107371682.74
226,PG.N,Consumer Staples,13582000000.0,21566000000.0,18611000000.0,46521000000,318078030603.48,338481030603.48
227,ARRY.OQ,Industrials,,,,305151000,5573787156.63,5546745156.63001
228,AFIB.OQ,Health Care,,-122170000.0,-126217000.0,27547000,678609042.71,566927042.710001
229,XEL.OQ,Utilities,1473000000.0,4174000000.0,2122000000.0,,32709746369.25,52685746369.25
230,ENR.N,Consumer Staples,53700000.0,602300000.0,483600000.0,309100000,3339777846.13,7033677846.13
231,SBRA.OQ,Real Estate,141041000.0,445541000.0,268930000.0,3488460000,3695739884.5,6083689884.50001
232,ACRX.OQ,Health Care,-45884000.0,-44725000.0,-46711000.0,-41418000,271892017.67,252807017.67
233,ABT.N,Health Care,4471000000.0,8355000000.0,5386000000.0,,220659016834.5,234700016834.5
234,WYND.N,Consumer Discretionary,-103000000.0,315000000.0,190000000.0,-530000000,4383219671.3,9755219671.30001
235,NAVI.OQ,Financials,412000000.0,960000000.0,960000000.0,2433000000,2384385011.2,85160385011.2
236,CFX.N,Industrials,53200000.0,479081000.0,252518000.0,3441430000,4804623180.24,7001902180.24
237,LOVE.OQ,Consumer Discretionary,-1560140.0,5028620.0,-1513850.0,90154530,810362386.22,762676036.220001
238,AMPH.OQ,Health Care,6650000.0,28354000.0,7831000.0,381366000,895925798.34,887942798.340001
239,EDIT.OQ,Health Care,-91247000.0,-104830000.0,-108388000.0,262437000,4616670404.25,4121365404.25
240,FBP.N,Financials,99597000.0,,161949000.0,2275179000,2153919252.87,1240524252.87
241,ARA.N^A21,Health Care,-16864000.0,114522000.0,74582000.0,-79450000,397938758.4,
242,ATSG.OQ,Industrials,-18278000.0,510696000.0,206704000.0,460342000,1698308445.0,3117816445.0
243,PATK.OQ,Consumer Discretionary,79221000.0,218442000.0,149141000.0,497481000,1822323672.0,2438828672.0
244,TIF.N^A21,,287500000.0,661600000.0,388300000.0,3322900000,16044381702.72,
245,HIW.N,Real Estate,322657000.0,471009000.0,225105000.0,2152397000,4269589129.61,6766438129.61
246,RVMD.OQ,Health Care,-95021000.0,-92482000.0,-96181000.0,152535000,3925592513.22,3764625513.22
247,TAP.N,Consumer Staples,584500000.0,2413900000.0,1481400000.0,13419400000,10567329438.4611,18470529438.4612
248,RRBI.OQ,Financials,28145000.0,,40777000.0,285478000,372859449.7,343322449.700001
249,HUN.N,Materials,165000000.0,467000000.0,192000000.0,2661000000,6429447984.96,7563447984.96001
250,ARNA.OQ,Health Care,-370884000.0,-381428000.0,-385211000.0,1071465000,4767704883.34,3646457883.34001
251,WETF.OQ,Financials,,,,398834000,852518396.1,1043413396.1
252,DPZ.N,Consumer Discretionary,468726000.0,749534000.0,686470000.0,-3415759000,14974328274.36,18630546274.36
253,AVT.OQ,Information Technology,-76226000.0,353246000.0,187351000.0,3726398000,3834005515.8,4665111515.8
254,PRAX.OQ,Health Care,,,,40113000,2085273168.5,2202730168.5
255,FOR.N,Real Estate,66000000.0,84600000.0,80800000.0,870900000,1148070234.84,1565770234.84
256,JNCE.OQ,Health Care,-101981000.0,-100524000.0,-104070000.0,174593000,525242440.5,420995440.500001
257,LGND.OQ,Health Care,-2985000.0,50544000.0,25629000.0,709525000,3348613055.37,3386313055.37
258,NPO.N,Industrials,,153100000.0,83500000.0,886900000,1572031948.25,1654731948.25
259,MDB.OQ,Information Technology,-253706000.0,-178340000.0,-190814000.0,82858000,24756198108.04,24797315108.04
260,EFC.N,Financials,-34795000.0,64473000.0,64473000.0,829265000,690437156.68,3075504156.68
261,ENSG.OQ,Health Care,170478000.0,278833000.0,224262000.0,818077000,4619595612.52,4485238612.51999
262,GVA.N,Industrials,-105756000.0,9967000.0,-116461000.0,1351633000,1498993843.77,1512301843.77
263,WELL.N,Real Estate,124384000.0,1928264000.0,856950000.0,15540444000,26377840200.6,39846411200.6
264,PAR.N,Information Technology,-29428000.0,-5653000.0,-18067000.0,72847000,1720476973.32,1770245973.32
265,RPT.N,Real Estate,61222000.0,109473000.0,33688000.0,828240000,794236278.24,1742209278.24
266,ACIW.OQ,Information Technology,61000000.0,312280000.0,173250000.0,1129968000,4788390386.31,5923100386.31
267,INSP.N,Health Care,-58799000.0,-57639000.0,-58439000.0,139835000,6011391686.96,5801443686.96001
268,OGE.N,Utilities,-193100000.0,896400000.0,510000000.0,4139500000,6204620927.34,9666520927.34001
269,RUTH.OQ,Consumer Discretionary,-12259000.0,23876000.0,1314000.0,94145000,681941056.38,714034056.38
270,ATEN.N,Information Technology,10026000.0,18555000.0,12555000.0,108787000,869106908.45,709996908.449999
271,HSIC.OQ,Health Care,591496000.0,766487000.0,577091000.0,2998044000,10105696463.24,11636639463.24
